,image_id,ques_id,question,answer,answer,answer,answer,answer,answer,answer,answer,answer,answer
544,131225,131225002,What color is the school bus?,blue and yellow,"yellow, blue",blue,blue & yellow,blue yellow,blue yellow,blue yellow,blue and yellow,"it is yellow, blue, white",blue and yellow and white
545,131225,131225003,Is this the latest make and model?,no,no,unknown,no,no,no,no,no,no,no
546,131225,131225004,What color is the bus?,blue and yellow,blue and yellow,blue and yellow,blue yellow white,"blue, yellow and white",yellow and blue,yellow and blue,"yellow, blue, and white",blue and yellow,"blue, white and yellow"
547,131225,131225005,Are there any building in the area?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
548,154,154000,Is there a fence in the background?,yes,no,no,no,no,no,yes,no,no,no
549,154,154001,How many zebras can you see eating?,3,1,2,3,3,3,1,1,3,3
550,154,154002,How many kinds of animals are in this photo?,1,1,1,1,1,1,1,1,1,1
551,154,154003,Is the zebra's tail up?,yes,no,no,no,no,no,no,no,no,yes
552,154,154004,How many different types of animals are in this scene?,1,1,1,1,1,1,1,1,1,1
553,154,154005,What direction are the animals heading?,right,different,right,east,east,right,west,north,right,right
554,154,154006,Are they the same type of animal?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
555,154,154007,Is the zebra walking or standing still?,walking,walking,standing still,walking,walking,walking,walking,walking,standing still,walking
556,154,154008,Are all zebras facing the same way?,no,no zebras,no,no,yes,no,no,no,yes,no
557,154,154009,How many animals are there?,3,3,3,3,3,3,3,3,3,3
558,154,154010,Are the zebras running?,no,no,no,no,no,no,no,no,no,no
559,154,154011,Who is in the photo?,zebras,zebras,zebras,zebras,zebras,zebras,zebra,no one,nobody,zebra
560,154,154012,Number of animals?,3,3,3,3,3,3,3,3,3,3
561,262299,262299000,Is he going to fall?,no,yes,no,no,maybe,no,no,no,no,no
562,262299,262299001,What color are the stakes in the dirt?,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow,yellow
